Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM,aqiusHigh,aqiusLow
                
2018-11-01,4.9,3.61052372685,1.4,4.36444818028,3.00490102516,0.541395172221,97.0,95.8133101852,94.0,1021.3,1020.1,3.3000164069,2.40137189276,7.60003778559,0.508,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-02,6.1,5.27326557795,4.5,5.16077994078,4.37455763037,3.71830144214,96.0,93.9329105861,91.0,1020.7,1014.3,3.80000944791,2.02376295527,6.50003231662,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-03,8.0,7.32444820879,5.9,7.70326174386,6.81841419922,5.16077994078,98.0,96.5950449391,94.0,1014.4,1007.2,3.1000077075,1.79597924001,6.00001491775,7.62,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-04,8.1,5.34305989583,-1.8,7.75241075197,3.8028095379,-2.35209140364,99.0,90.1422887731,75.0,1015.9,1006.5,3.10001541254,1.49044867173,7.1000352997,0.254,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-05,1.0,-1.20453329556,-3.1,0.860584787419,-1.42287039303,-3.54649532712,99.0,98.405952381,96.0,1018.0,1015.8,1.60000795486,0.637045547386,3.3000164069,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-06,1.3,-0.385916500804,-1.8,1.16023423357,-0.528088519504,-1.93616459055,99.0,98.9689814815,98.0,1015.8,1012.3,2.10001044075,0.833333378327,5.30002635048,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-07,3.9,2.13213194131,-1.9,3.75717767275,1.960853859,-2.03604920568,99.0,98.7866434379,97.0,1012.3,1007.5,3.3000164069,1.37750684864,6.6000328138,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-08,3.4,2.46407583058,2.1,3.25776803905,2.28326097134,1.87337443962,99.0,98.7220673635,97.0,1009.4,1008.2,1.10000546897,0.300152479511,3.10001541254,0.508,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-09,3.4,2.44172598849,1.8,2.969458251,2.17203313841,1.51804000232,99.0,98.103903196,95.0,1010.7,1008.6,1.30000646332,0.146972561699,2.60001292665,1.524,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-10,1.8,1.40254774306,1.1,1.51804000232,0.711970759306,0.096126825596,98.0,95.1603443287,92.0,1019.3,1010.7,2.40001193229,1.33546670907,7.00003480252,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-11,1.1,-1.44327953689,-5.2,0.24354455345,-4.70702557476,-9.70766648712,96.0,78.7088209941,69.0,1028.7,1019.3,4.60002287023,3.22110334797,10.1000502151,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-12,-1.4,-4.87918431727,-7.9,-6.34169285883,-8.51502308665,-9.95105714453,88.0,75.927079384,67.0,1028.8,1025.6,4.50002237305,3.17194488845,9.80004872352,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-13,-0.4,-3.15638049935,-6.5,-7.03774116866,-9.12170721002,-10.6859931821,81.0,65.0273726852,46.0,1025.6,1013.5,5.80002883637,4.20578895775,12.2000606558,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-14,0.4,-0.767783834889,-1.9,-1.59319208859,-5.41276543203,-10.3512963042,89.0,71.4766237772,49.0,1013.5,1009.1,5.50002734483,3.06223858189,11.7000581699,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-15,1.3,0.31961541092,-0.4,-0.994665323404,-2.23913205483,-3.5789456852,94.0,83.2236872446,73.0,1024.6,1012.6,2.10001044075,0.632395362145,5.10002535612,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-16,2.3,-0.158562755167,-3.9,-0.941215992074,-3.81296544058,-5.49801414539,93.0,76.7901466971,66.0,1029.1,1024.7,1.30000646332,0.308706213399,3.40001690408,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-17,0.7,-1.26242911511,-3.3,0.136158764652,-2.11586517937,-5.35702326799,98.0,93.93878214,85.0,1027.1,1007.8,2.40001193229,1.37032904243,7.60003778559,1.016,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-18,0.3,-0.0785828169022,-0.3,0.0215587471727,-0.452513370253,-0.717440114632,98.0,97.3141220226,97.0,1007.8,1002.5,1.4000069605,0.791276785929,5.30002635048,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-19,-1.5,-2.41716314854,-3.3,-2.62779438299,-3.47562284819,-4.41071121805,93.0,92.4194509595,91.0,1017.9,1017.2,2.80001392101,2.30169001489,6.30003132226,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2018-11-20,-2.4,-3.96648726852,-5.4,-3.81248981861,-5.51803259765,-6.96979554719,93.0,88.934954188,85.0,1018.0,1008.5,2.30001143511,1.2672550426,5.60002784201,0.0,$day.aqius.max.raw,$day.aqius.min.raw
