Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,DateUTC
                
2020-04-19 00:00:00,2.21041666667,1.17164664967,744.81124824,  ,  ,0.80000397743,2.30001143511,92.8291666667,0.0,  ,  ,0.0,  ,  
2020-04-19 00:05:00,2.2,1.18687673046,744.81124824,  ,  ,0.709170192493,1.80000894922,93.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:10:00,2.16359832636,1.15078184077,744.768392901,  ,  ,0.600002983073,1.30000646332,93.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:15:00,2.1,1.15168723129,744.736242072,  ,  ,0.600002983073,3.80001889279,93.4291666667,0.0,  ,  ,0.0,  ,  
2020-04-19 00:20:00,2.1,1.23636951165,744.736242072,  ,  ,0.600002983073,2.30001143511,94.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:25:00,2.1,1.23636951165,744.779054833,  ,  ,0.963338122823,3.10001541254,94.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:30:00,2.07375,1.21030823763,744.81124824,  ,  ,1.4000069605,2.90001441819,94.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:35:00,1.99375,1.13088327579,744.81124824,  ,  ,1.2637562831,3.3000164069,94.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:40:00,1.91,1.04773506438,744.81124824,  ,  ,1.10000546897,2.90001441819,94.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:45:00,1.9,1.12556852827,744.81124824,  ,  ,1.10000546897,2.60001292665,94.5958333333,0.0,  ,  ,0.0,  ,  
2020-04-19 00:50:00,1.89708333333,1.18192222967,744.81124824,  ,  ,1.10000546897,2.60001292665,95.0,0.0,  ,  ,0.0,  ,  
2020-04-19 00:55:00,1.82,1.10529830021,744.768414201,  ,  ,1.1908392539,3.3000164069,95.0,0.0,  ,  ,0.0,  ,  
2020-04-19 01:00:00,1.8,1.08541747285,744.736242072,  ,  ,1.30000646332,2.90001441819,95.0,0.0,  ,  ,0.0,  ,  
2020-04-19 01:05:00,1.8,1.08541747285,744.736242072,  ,  ,1.34542335579,3.10001541254,95.0,0.0,  ,  ,0.0,  ,  
2020-04-19 01:10:00,1.79041666667,1.07589123956,744.736242072,  ,  ,1.4000069605,2.60001292665,95.0,0.0,  ,  ,0.0,  ,  
2020-04-19 01:15:00,1.70333333333,0.989326667595,744.736242072,  ,  ,1.35459006803,2.30001143511,95.0,0.0,  ,  ,0.0,  ,  
2020-04-19 01:20:00,1.7,0.986013187424,744.736242072,  ,  ,1.30000646332,3.3000164069,95.0,0.0,  ,  ,0.508,  ,  
2020-04-19 01:25:00,1.7,1.07765782707,744.779076111,  ,  ,1.20917267839,2.60001292665,95.6291666667,0.0,  ,  ,0.508,  ,  
2020-04-19 01:30:00,1.7,1.1314242729,744.81124824,  ,  ,1.10000546897,2.90001441819,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 01:35:00,1.7,1.1314242729,744.81124824,  ,  ,1.00917168403,2.90001441819,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 01:40:00,1.7,1.1314242729,744.76845148,  ,  ,0.900004474609,2.60001292665,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 01:45:00,1.67333333333,1.10488411562,744.736242072,  ,  ,0.990838259547,2.30001143511,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 01:50:00,1.63375,1.06548854377,744.736242072,  ,  ,1.10000546897,2.40001193229,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 01:55:00,1.6,1.0318986107,744.779038384,  ,  ,1.00917168403,2.60001292665,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 02:00:00,1.6,1.0318986107,744.81124824,  ,  ,0.900004474609,2.40001193229,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 02:05:00,1.6,1.0318986107,744.81124824,  ,  ,0.900004474609,2.60001292665,96.0,0.0,  ,  ,0.508,  ,  
2020-04-19 02:10:00,1.59666666667,1.03279848322,744.81124824,  ,  ,0.900004474609,2.60001292665,96.0291666667,0.0,  ,  ,0.508,  ,  
2020-04-19 02:15:00,1.53041666667,1.10174566121,744.81124824,  ,  ,0.990838259547,3.3000164069,96.9666666667,0.0,  ,  ,0.508,  ,  
2020-04-19 02:20:00,1.54291666667,1.11897607623,744.81124824,  ,  ,1.10000546897,2.10001044075,97.0,0.0,  ,  ,0.508,  ,  
2020-04-19 02:25:00,1.56,1.13599891741,744.81124824,  ,  ,0.963754791561,2.30001143511,97.0,0.0,  ,  ,0.508,  ,  
2020-04-19 02:30:00,1.57041666667,1.1463786965,744.81124824,  ,  ,0.80000397743,2.40001193229,97.0,0.0,  ,  ,0.508,  ,  
2020-04-19 02:35:00,1.53291666667,1.10901148427,744.81124824,  ,  ,0.709170192493,2.40001193229,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 02:40:00,1.54375,1.13889279465,744.81124824,  ,  ,0.600002983073,2.10001044075,97.1333333333,0.0,  ,  ,0.762,  ,  
2020-04-19 02:45:00,1.59291666667,1.16879901388,744.81124824,  ,  ,0.69083676801,2.80001392101,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 02:50:00,1.6,1.1758572604,744.81124824,  ,  ,0.80000397743,2.60001292665,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 02:55:00,1.58666666667,1.16257114869,744.854082279,  ,  ,0.936254654837,2.30001143511,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:00:00,1.55708333333,1.13309257898,744.886254408,  ,  ,1.10000546897,2.60001292665,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:05:00,1.52,1.0961405508,744.886254408,  ,  ,1.00917168403,2.90001441819,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:10:00,1.5,1.07621135864,744.886254408,  ,  ,0.900004474609,2.10001044075,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:15:00,1.5,1.07621135864,744.886254408,  ,  ,0.854587582141,2.10001044075,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:20:00,1.5,1.09529072664,744.886254408,  ,  ,0.80000397743,2.40001193229,97.1333333333,0.0,  ,  ,0.762,  ,  
2020-04-19 03:25:00,1.45375,1.03012507916,744.886254408,  ,  ,0.80000397743,2.30001143511,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:30:00,1.40333333333,0.979886846635,744.886254408,  ,  ,0.80000397743,3.40001690408,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:35:00,1.4,0.976565309278,744.886254408,  ,  ,0.936254654837,3.3000164069,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:40:00,1.4,0.976565309278,744.886254408,  ,  ,1.10000546897,2.40001193229,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:45:00,1.4,0.976565309278,744.886254408,  ,  ,1.1908392539,2.90001441819,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:50:00,1.4,0.976565309278,744.886254408,  ,  ,1.30000646332,3.10001541254,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 03:55:00,1.4,0.976565309278,744.886254408,  ,  ,1.20917267839,3.40001690408,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 04:00:00,1.4,0.976565309278,744.886254408,  ,  ,1.10000546897,2.90001441819,97.0,0.0,  ,  ,0.762,  ,  
2020-04-19 04:05:00,1.4,0.976565309278,744.886254408,  ,  ,1.1908392539,2.30001143511,97.0,0.0,  ,  ,1.016,  ,  
2020-04-19 04:10:00,1.4,0.976565309278,744.929072449,  ,  ,1.30000646332,2.30001143511,97.0,0.0,  ,  ,1.016,  ,  
2020-04-19 04:15:00,1.4,0.976565309278,744.961260576,  ,  ,1.07292200098,3.80001889279,97.0,0.0,  ,  ,1.016,  ,  
2020-04-19 04:20:00,1.4,0.976565309278,744.961260576,  ,  ,0.80000397743,2.90001441819,97.0,0.0,  ,  ,1.016,  ,  
