Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,DateUTC
                
2019-05-30 00:00:00,20.1558333333,15.164411422,749.941377168,  ,  ,0.160000795486,1.9000094464,73.0333333333,0.0,  ,  ,0.0,  ,  
2019-05-30 00:05:00,20.1,15.1692467221,749.986673832,  ,  ,0.0,1.80000894922,73.3083333333,0.0,  ,  ,0.0,  ,  
2019-05-30 00:10:00,20.0658333333,15.2826970898,749.986673832,  ,  ,0.0,1.80000894922,74.0,0.0,  ,  ,0.0,  ,  
2019-05-30 00:15:00,19.9125,15.1349998753,750.01637076,  ,  ,0.0,1.9000094464,74.0,0.0,  ,  ,0.0,  ,  
2019-05-30 00:20:00,19.7991666667,15.0905407317,750.06168,  ,  ,0.0,1.60000795486,74.3083333333,0.0,  ,  ,0.0,  ,  
2019-05-30 00:25:00,19.7058333333,15.1447954171,750.06168,  ,  ,0.0,1.4000069605,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 00:30:00,19.7,15.1391669746,750.031968312,  ,  ,0.0,1.60000795486,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 00:35:00,19.7,15.1391669746,749.986673832,  ,  ,0.0,1.4000069605,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 00:40:00,19.7033333333,15.0938670191,749.986673832,  ,  ,0.0,1.80000894922,74.7666666667,0.0,  ,  ,0.0,  ,  
2019-05-30 00:45:00,19.7408333333,15.1785659774,749.986673832,  ,  ,0.0,1.30000646332,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 00:50:00,19.7125,15.1512279173,749.986673832,  ,  ,0.0,2.40001193229,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 00:55:00,19.7,15.1391669746,749.986673832,  ,  ,0.0,2.10001044075,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 01:00:00,19.7,15.1391669746,749.986673832,  ,  ,0.480002386458,1.9000094464,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 01:05:00,19.7,15.1391669746,749.986673832,  ,  ,0.600002983073,2.60001292665,75.0,0.0,  ,  ,0.0,  ,  
2019-05-30 01:10:00,19.7941666667,15.2005646957,749.986673832,  ,  ,0.760003778559,2.40001193229,74.8583333333,0.0,  ,  ,0.0,  ,  
2019-05-30 01:15:00,19.8808333333,15.1115082578,749.986673832,  ,  ,0.80000397743,2.40001193229,74.0333333333,0.0,  ,  ,0.0,  ,  
2019-05-30 01:20:00,19.9075,15.1301836069,749.986673832,  ,  ,0.80000397743,1.80000894922,74.0,0.0,  ,  ,0.0,  ,  
2019-05-30 01:25:00,19.9966666667,15.2160732065,749.986673832,  ,  ,0.80000397743,2.80001392101,74.0,0.0,  ,  ,0.0,  ,  
2019-05-30 01:30:00,19.9758333333,15.1960056418,749.986673832,  ,  ,0.80000397743,1.60000795486,74.0,0.0,  ,  ,0.0,  ,  
2019-05-30 01:35:00,19.9,15.1229591978,749.986673832,  ,  ,0.80000397743,2.60001292665,74.0,0.0,  ,  ,0.0,  ,  
2019-05-30 01:40:00,19.9,15.1229591978,749.986673832,  ,  ,0.640003181944,2.30001143511,74.0,0.0,  ,  ,0.0,  ,  
