Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM,aqiusHigh,aqiusLow
                
2019-06-01,21.1,15.6121815193,9.4,13.8957792507,11.4094582026,8.30177427158,94.0,77.205107605,54.0,752.911914384,750.361704672,1.60000795486,0.304862626816,5.80002883637,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-02,25.5,17.5822421029,7.8,17.8330356065,13.1947643899,6.89490237691,95.0,76.6694507824,57.0,752.911914384,747.136439448,2.90001441819,0.556375095022,8.30004126584,1.778,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-03,19.6,15.5440025578,8.6,14.3716923608,10.6240041044,7.21414550206,97.0,74.4872809809,50.0,756.43720428,748.711568976,2.40001193229,0.755947814338,8.0000397743,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-04,23.6,16.4235271991,5.8,14.0312160471,9.65604982892,5.00883239449,96.0,67.324927662,46.0,758.087339976,755.6871426,1.60000795486,0.333334990596,5.10002535612,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-05,27.7,19.406772613,7.9,16.4221979868,11.9533580452,6.68088591451,93.0,64.8401834055,44.0,757.337278296,755.537130264,1.9000094464,0.347223948538,6.00002983073,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-06,28.3,20.9236657328,10.9,18.4618286038,14.9472223822,9.65099682897,93.0,70.6953298956,50.0,757.262272128,755.462124096,0.80000397743,0.083333747649,2.40001193229,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-07,32.1,22.9604294041,12.6,20.3694367748,16.0389587885,11.7584809227,96.0,68.6316087116,40.0,756.737228952,755.387117928,1.30000646332,0.155944831265,4.10002038433,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-08,30.7,23.3072734327,14.4,20.3255622382,17.2018827269,13.2146545609,95.0,71.0662785052,47.0,757.037253624,755.162099424,0.80000397743,0.0569331534285,3.3000164069,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-09,31.7,23.935357445,15.8,22.9816296063,18.0525451265,14.5014035402,94.0,71.4185663496,49.0,756.587216616,753.586969896,2.90001441819,0.31888270429,10.600052701,5.842,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-10,26.2,20.7400920417,16.2,18.0905462987,16.5445904832,14.5784436773,93.0,78.3123553241,55.0,756.512210448,754.487043912,1.30000646332,0.250695690844,3.90001938997,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-11,26.6,19.8409066684,14.3,16.3420224778,14.1870625644,12.4097566706,96.0,72.9051581615,45.0,756.662222784,754.262025408,1.30000646332,0.156005874997,4.80002386458,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-12,20.6,16.8448625579,12.7,15.604441426,13.4280140724,7.82720255426,96.0,80.8235821759,65.0,757.5622968,753.736982232,2.40001193229,0.730776202691,7.60003778559,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-13,20.4,14.3800517291,8.1,9.99014340537,6.56401498213,4.12619888035,77.0,60.5776786057,42.0,760.712555856,757.18726596,2.40001193229,0.851479927801,7.60003778559,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-14,20.0,15.2221695595,10.5,18.633132007,12.6355578906,6.05804840769,97.0,84.9211729635,65.0,757.5622968,749.68664916,2.90001441819,0.731732076146,8.30004126584,5.334,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-15,19.8,15.3106011195,12.3,15.8564419895,13.5413762093,11.4607313761,97.0,89.4751519998,76.0,751.411791024,749.536636824,0.600002983073,0.0291668116772,2.40001193229,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-16,22.2,16.9765264279,12.9,16.0052803441,14.180356063,11.7946950057,96.0,84.5952416148,62.0,751.336784856,749.536636824,1.10000546897,0.178473109548,3.80001889279,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-17,26.1,19.3590980031,10.6,17.9158158375,14.968619042,9.98841740327,99.0,77.5173032407,55.0,750.586723176,748.336538136,1.4000069605,0.329168303214,5.30002635048,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-18,26.4,21.4762639773,16.3,17.7615677772,16.0246414691,13.0424744143,94.0,72.5916828292,52.0,750.211692336,748.411544304,1.60000795486,0.414210827325,6.50003231662,0.254,$day.aqius.max.raw,$day.aqius.min.raw
2019-06-19,27.6,21.3507923216,13.8,18.0177250674,14.9382075224,11.845612609,89.0,68.2333361179,50.0,751.861828032,750.211692336,1.30000646332,0.261483852967,5.80002883637,0.0,$day.aqius.max.raw,$day.aqius.min.raw
