Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM,aqiusHigh,aqiusLow
                
2019-07-01,29.7,19.4719212963,9.0,21.7683525091,15.5119721872,8.80060041802,99.0,79.6748263889,60.0,745.261285248,737.610656112,2.40001193229,0.407640915583,8.60004275738,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-02,22.1,17.606676794,13.4,15.7591790317,13.8035494998,11.8199662315,92.0,78.8524953268,63.0,742.036020024,738.960767136,3.10001541254,0.647226384407,9.10004524327,2.286,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-03,18.1,14.5989307309,11.7,14.3034465591,12.0456609924,9.18379361297,98.0,85.1375136862,69.0,742.411050864,740.460890496,2.60001292665,0.957832171605,12.8000636389,6.858,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-04,16.5,12.4061762153,9.9,10.0956341226,8.82099255225,7.49648238418,94.0,79.4925589963,59.0,745.786328424,741.81100152,4.10002038433,1.65954454939,12.2000606558,1.524,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-05,20.1,14.2399817508,8.7,12.1694873457,10.5144925908,8.04310204195,97.0,79.4156339203,58.0,745.636316088,740.385884328,3.60001789844,1.20011572438,10.0000497179,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-06,17.8,13.0150631292,9.8,13.7068813069,10.7205796445,9.13241293193,97.0,86.4765325886,63.0,740.460890496,737.760668448,2.80001392101,0.623714820633,8.5000422602,5.842,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-07,20.4,14.409121799,10.2,13.2925242005,10.8297362066,9.31659050534,97.0,80.3194711399,58.0,740.535896664,738.660742464,1.9000094464,0.456945596393,6.6000328138,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-08,20.3,15.1181336806,10.4,16.6289397284,13.3078900631,9.94411861137,98.0,89.3531539352,69.0,741.135946008,739.710828816,2.80001392101,0.220139983373,10.0000497179,4.064,$day.aqius.max.raw,$day.aqius.min.raw
2019-07-09,20.9,15.2691529207,9.2,14.0187908306,11.7711378504,8.90035789088,99.0,81.2494413453,58.0,740.835921336,738.135699288,1.30000646332,0.11611278201,4.50002237305,0.0,$day.aqius.max.raw,$day.aqius.min.raw
