Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM,aqiusHigh,aqiusLow
                
2019-05-01,17.2,9.01628038194,-2.3,2.96981639497,0.218622989544,-3.86261094315,90.0,57.5017939815,36.0,752.011840368,742.036020024,4.10002038433,0.938951427504,9.30004623763,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-02,14.3,9.19648826127,6.6,6.63799037758,3.86595048289,-0.36756025615,89.0,69.8306275908,57.0,742.036020024,732.510236688,4.50002237305,1.46831603855,9.60004772917,0.508,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-03,15.6,10.7606252906,6.3,6.36591153252,4.73551719777,2.70634044904,84.0,67.2463686343,45.0,740.535896664,732.360224352,4.30002137869,2.32331160883,12.2000606558,0.508,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-04,14.3,8.16069958377,1.6,3.7694088806,1.2122351568,-0.796002782913,94.0,63.9274452047,40.0,748.261531968,740.535896664,2.10001044075,0.643811071247,9.60004772917,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-05,20.4,12.2934430994,5.9,13.9752465799,8.12657513714,-0.819628494863,95.0,76.4962427844,58.0,749.31161832,746.911420944,3.60001789844,0.697844226722,11.3000561812,3.556,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-06,20.2,15.1128202536,9.2,14.4847805654,12.2427540992,8.59528618455,98.0,83.7153516557,66.0,749.086599816,746.3113716,1.10000546897,0.0650571416305,4.10002038433,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-07,24.7,16.6807534593,10.9,13.2921231797,11.7295595716,9.97194340235,95.0,74.6012843738,48.0,746.3113716,743.31112488,1.30000646332,0.0972438090897,5.00002485894,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-08,13.9,10.4641677139,7.2,12.4227754308,9.09693344405,6.45288111798,96.0,91.3463025313,81.0,750.43671084,744.286205064,2.60001292665,1.01642393653,6.00002983073,6.35,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-09,14.1,10.0097154903,6.9,13.0900831958,9.43473023449,6.30648660479,98.0,96.2571360469,90.0,751.9368342,748.636562808,3.3000164069,0.765586703559,9.30004623763,11.43,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-10,24.7,18.0926743194,13.4,17.5706943701,14.9126084752,12.7745637597,98.0,82.87578125,58.0,749.911667664,747.286451784,1.4000069605,0.336807230081,6.00002983073,1.016,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-11,23.0,17.2662125843,11.8,16.5769877359,12.7011610607,9.53366608977,98.0,75.4101586684,60.0,752.236858872,742.486057032,7.1000352997,1.77374067112,15.4000765655,0.508,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-12,21.3,15.9358808629,7.4,14.5476435408,11.0252019435,6.75105236973,98.0,74.3293034639,56.0,757.787315304,752.236858872,1.30000646332,0.0940771227815,4.10002038433,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-13,21.8,17.0935838164,11.8,13.6824771756,12.3935858158,10.4099197665,95.0,75.4469094438,56.0,757.862321472,755.31211176,2.10001044075,0.478475884409,6.80003380816,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-14,20.0,15.7670410126,11.6,14.6970533779,12.5676588027,9.90258181126,96.0,81.7326708508,70.0,755.762148768,753.361951392,2.80001392101,0.745123785598,7.80003877995,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-15,20.7,16.0499686455,12.5,13.3972202544,11.098679278,6.48762759582,96.0,73.53039257,59.0,756.06217344,753.361951392,3.60001789844,1.51888052605,8.10004027148,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-16,16.4,11.9171717099,5.4,6.85840715108,4.86650766006,2.94886564041,87.0,62.9018065268,45.0,758.537376984,756.06217344,3.3000164069,1.51681928216,8.0000397743,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-17,13.0,5.48003640777,1.9,5.9309915434,3.14618815174,1.1848215106,96.0,86.1102346278,59.0,759.512457168,758.537376984,0.0,0.0,1.80000894922,0.0,$day.aqius.max.raw,$day.aqius.min.raw
 
2019-05-19,21.2,18.2398487158,11.3,11.7872911794,10.030163967,7.02951717182,82.0,59.4130142892,51.0,754.112013072,752.986920552,2.90001441819,1.17734648542,7.80003877995,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-20,22.3,15.4946680868,6.6,11.6027236112,8.27980017237,4.01853925112,88.0,63.8274634254,45.0,755.612136432,753.962000736,1.30000646332,0.113195007223,3.90001938997,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-21,25.7,18.4467071759,11.1,16.7952746604,10.9560790911,6.88926381118,82.0,62.6422309028,47.0,754.712062416,748.861581312,2.80001392101,0.519108483662,7.1000352997,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-22,25.3,19.4676747637,13.3,16.0127295333,12.1377293371,8.75380889489,84.0,63.5172251398,44.0,748.861581312,744.511223568,2.40001193229,0.342701356608,6.30003132226,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-23,21.9,16.0790867559,10.4,16.7043356271,13.3019609288,8.15891431267,95.0,84.0566927484,67.0,747.211445616,742.111026192,4.10002038433,0.774034519613,9.30004623763,6.35,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-24,17.7,11.4229877788,7.6,10.1121570758,7.4736374304,5.13482090861,92.0,77.6673472153,58.0,750.06168,747.211445616,2.40001193229,0.851797992982,7.60003778559,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-05-25,21.6,14.9743825304,8.6,14.0052773201,11.113053776,6.88985356824,95.0,78.5245346157,58.0,748.711568976,742.411050864,3.90001938997,0.795411940711,9.50004723199,5.334,$day.aqius.max.raw,$day.aqius.min.raw
