Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM,aqiusHigh,aqiusLow
                
2020-07-01,,,,,,,,,,745.861334592,742.486057032,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-02,,,,,,,,,,747.586476456,745.711322256,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-03,,,,,,,,,,749.461630656,747.06143328,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-04,,,,,,,,,,749.236612152,747.961507296,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-05,,,,,,,,,,748.711568976,746.3113716,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-06,,,,,,,,,,746.761408608,745.261285248,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-07,,,,,,,,,,745.56130992,742.786081704,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-08,,,,,,,,,,744.4362174,741.660989184,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-09,,,,,,,,,,751.486797192,750.511717008,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-10,,,,,,,,,,754.037006904,751.486797192,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-11,,,,,,,,,,753.136932888,749.986673832,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-12,,,,,,,,,,752.611889712,751.411791024,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-13,,,,,,,,,,751.56180336,747.286451784,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-14,,,,,,,,,,748.261531968,741.585983016,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-15,,,,,,,,,,741.961013856,740.085859656,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-16,,,,,,,,,,745.93634076,740.085859656,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-17,,,,,,,,,,751.56180336,745.93634076,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-18,,,,,,,,,,753.586969896,751.56180336,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-19,,,,,,,,,,753.136932888,751.111766352,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-20,,,,,,,,,,751.18677252,746.68640244,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-21,,,,,,,,,,746.68640244,742.5610632,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-22,,,,,,,,,,743.68615572,741.735995352,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-23,,,,,,,,,,746.986427112,743.461137216,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-24,,,,,,,,,,750.736735512,746.986427112,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-25,,,,,,,,,,752.611889712,750.736735512,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-26,,,,,,,,,,753.736982232,751.9368342,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-27,,,,,,,,,,754.412037744,753.211939056,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-28,,,,,,,,,,753.886994568,750.286698504,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-29,,,,,,,,,,750.661729344,746.386377768,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-30,,,,,,,,,,747.81149496,745.93634076,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-07-31,,,,,,,,,,745.93634076,743.011100208,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw

    

