Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM,aqiusHigh,aqiusLow
                
2020-06-01,,,,,,,,,,751.9368342,749.386624488,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-02,,,,,,,,,,751.861828032,750.136686168,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-03,,,,,,,,,,750.136686168,744.661235904,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-04,,,,,,,,,,744.661235904,739.035773304,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-05,,,,,,,,,,746.836414776,743.236118712,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-06,,,,,,,,,,748.861581312,746.836414776,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-07,,,,,,,,,,752.536883544,748.711568976,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-08,,,,,,,,,,752.386871208,750.961754016,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-09,,,,,,,,,,753.43695756,751.636809528,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-10,,,,,,,,,,753.511963728,751.486797192,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-11,,,,,,,,,,753.511963728,750.361704672,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-12,,,,,,,,,,754.18701924,750.511717008,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-13,,,,,,,,,,756.06217344,753.136932888,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-14,,,,,,,,,,756.962247456,755.537130264,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-15,,,,,,,,,,756.362198112,753.511963728,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-16,,,,,,,,,,753.8119884,751.411791024,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-17,,,,,,,,,,752.386871208,750.886747848,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-18,,,,,,,,,,752.461877376,751.18677252,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-19,,,,,,,,,,751.9368342,748.93658748,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-20,,,,,,,,,,752.611889712,749.986673832,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-21,,,,,,,,,,753.661976064,752.31186504,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-22,,,,,,,,,,753.736982232,751.411791024,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-23,,,,,,,,,,753.511963728,751.786821864,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-24,,,,,,,,,,758.087339976,753.511963728,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-25,,,,,,,,,,759.06242016,755.462124096,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-26,,,,,,,,,,758.987413992,754.712062416,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-27,,,,,,,,,,754.712062416,747.886501128,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-28,,,,,,,,,,748.411544304,745.786328424,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-29,,,,,,,,,,749.011593648,747.136439448,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2020-06-30,,,,,,,,,,748.411544304,742.261038528,,,,0.0,$day.aqius.max.raw,$day.aqius.min.raw

    

