Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM,aqiusHigh,aqiusLow
                
2019-09-01,23.9,16.3991345474,9.6,18.4935026905,13.9008386869,9.14705117242,99.0,86.3891240629,64.0,754.487043912,751.711815696,0.900004474609,0.0243056763976,2.90001441819,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-02,24.0,17.6572693539,12.0,17.1454890825,14.7160301507,11.5382251539,99.0,84.2996961806,61.0,752.086846536,750.886747848,1.30000646332,0.116667246709,3.40001690408,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-03,24.0,18.3872498075,11.8,17.8987232386,15.4149085912,11.3389639021,99.0,83.8903719685,63.0,752.011840368,750.361704672,1.10000546897,0.164401859034,3.40001690408,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-04,24.6,17.6863599113,13.4,17.1217515721,14.4431936547,12.2570178868,97.0,82.4027054398,59.0,751.111766352,748.336538136,2.80001392101,0.858337600785,7.60003778559,2.032,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-05,14.8,13.5718626427,12.3,13.8296871212,12.8333982698,11.8196226989,99.0,95.3299926446,91.0,753.136932888,751.111766352,0.900004474609,0.0984192172323,3.60001789844,0.254,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-06,20.2,15.1656070594,11.8,16.6355976158,14.3826034707,11.4940177632,99.0,95.3106696658,79.0,754.262025408,752.536883544,0.0,0.0,1.30000646332,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-07,20.7,14.7751736111,9.7,14.8496981217,12.5319229599,9.24668511883,99.0,87.6219039352,62.0,759.512457168,754.262025408,1.30000646332,0.126389517268,3.40001690408,0.254,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-08,20.7,14.2463535964,8.4,14.1419248965,11.0104113367,8.25180938815,99.0,83.1244954352,53.0,761.237599032,759.512457168,1.10000546897,0.055555831766,3.40001690408,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-09,22.1,14.5700347222,7.2,16.1482246063,12.060035858,6.90518980013,99.0,86.2911024306,63.0,761.3126052,759.662469504,0.600002983073,0.00416668738245,1.9000094464,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-10,24.6,16.4563671875,8.9,18.2046655006,13.6879146464,8.7512068024,99.0,85.4154947917,60.0,760.712555856,759.437451,0.900004474609,0.0791670602666,3.60001789844,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-11,27.0,18.2085367755,9.9,18.290505554,13.6242247696,9.59865745497,99.0,77.4630097556,45.0,760.56254352,759.437451,1.9000094464,0.322223824243,6.10003032791,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-12,26.1,18.5171440972,10.1,15.2192566394,12.0109052283,9.0192033098,96.0,68.165625,44.0,759.437451,755.387117928,3.80001889279,1.09375543789,9.30004623763,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-13,20.1,16.3061151032,12.2,14.689217664,11.890595045,10.8924251954,94.0,75.8073883103,58.0,755.537130264,746.536390104,2.90001441819,0.775431089559,8.30004126584,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-14,15.8,12.7523859078,8.2,12.3298736734,9.06524983026,6.26402604746,88.0,78.5874921911,59.0,750.961754016,744.586229736,4.10002038433,2.02417596224,10.3000512094,0.762,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-15,12.4,8.7438641361,6.5,8.29675303191,6.83207054916,5.23649859671,96.0,88.2764784946,69.0,750.961754016,739.710828816,4.50002237305,1.30717197087,11.5000571756,4.318,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-16,14.4,11.5032883066,9.7,11.0717727376,9.45432948492,7.97459759777,94.0,87.4147475041,73.0,737.460643776,735.360471072,2.40001193229,1.29332775732,9.50004723199,1.016,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-17,12.7,9.18083333333,6.9,9.21702963864,7.88912651084,6.45687883166,98.0,91.7664351852,76.0,737.535649944,735.135452568,2.30001143511,0.826601331888,8.5000422602,4.826,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-18,11.4,8.17223103277,4.8,8.69484175231,6.88139443554,4.51093630867,99.0,91.9090033619,76.0,739.335797976,737.235625272,1.30000646332,0.093843137289,4.60002287023,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-19,10.1,8.82524264756,7.3,7.09342979826,6.25379613093,5.24071564184,95.0,84.0772727273,73.0,747.211445616,744.286205064,1.80000894922,0.851519385068,6.00002983073,0.508,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-20,10.0,7.45410714286,4.8,6.33182594353,5.09260071932,3.86744102621,98.0,85.3133080155,72.0,749.611642992,748.636562808,1.57625783678,0.21992056118,5.80002883637,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-21,10.2,7.59133837914,2.8,5.20737114544,3.92295237243,1.7425264931,97.0,78.9006308743,58.0,750.511717008,741.43597068,2.60001292665,1.22133450356,6.80003380816,0.762,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-22,7.8,5.52596556955,4.1,5.45516128705,3.9017097502,2.29291970683,99.0,89.4998871044,71.0,746.161359264,738.360717792,4.50002237305,2.07781605667,13.0000646332,1.016,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-23,7.9,5.29161749344,3.2,3.62295213013,2.13251455611,1.2143350145,93.0,80.5198841651,65.0,751.636809528,746.161359264,3.60001789844,1.91516529171,10.600052701,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-24,7.2,4.18430258653,2.3,3.11627735378,1.75238247122,0.43609955139,96.0,84.6602349543,65.0,752.31186504,751.56180336,1.4000069605,0.279357449505,5.10002535612,0.762,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-25,4.7,2.81995808015,1.2,3.26838709985,1.95507113193,0.488988045197,98.0,94.0654299216,88.0,752.986920552,752.236858872,1.10000546897,0.0763822893024,2.90001441819,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-26,11.9,6.75980851738,3.7,5.48346911631,4.14424661403,3.26838709985,98.0,84.8624793296,59.0,752.461877376,750.43671084,1.9000094464,0.252773005333,5.80002883637,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-27,9.0,6.01179827333,0.3,7.60350309415,5.06018278811,-0.0199033030167,99.0,93.736434483,87.0,751.9368342,750.43671084,1.10000546897,0.0937504661051,4.50002237305,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-28,10.8,8.09278211806,4.8,8.7933127736,6.94041797523,4.51093630867,99.0,92.6144820602,82.0,753.211939056,749.911667664,0.80000397743,0.0789240035026,3.3000164069,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-29,10.8,9.40447454793,7.8,9.64521942863,8.11710106898,6.42310842628,97.0,91.7418778693,83.0,749.986673832,742.111026192,3.3000164069,1.02576056241,6.50003231662,0.0,$day.aqius.max.raw,$day.aqius.min.raw
2019-09-30,14.2,11.9110150513,9.9,12.6517134669,11.2767781253,9.44595256889,99.0,95.9430458769,88.0,742.111026192,734.160372384,3.10001541254,1.47990282811,8.60004275738,6.858,$day.aqius.max.raw,$day.aqius.min.raw

    

